Store ID,Date,Product ID,Units Sold,Sales Revenue,Discount ID,Store Location,Product Category ID,Day of the Week,Holiday Effect
Spearsland,11/23/2023,36491025,12,,,Zimbabwe,Electronics,Thursday,FALSE
Spearsland,11/24/2023,36491025,24,,,Namibia,Electronics,Friday,TRUE
Spearsland,11/25/2023,36491025,12,,,Papua New Guinea,Electronics,Saturday,FALSE
Spearsland,11/26/2023,36491025,8,,,United States Virgin Islands,Electronics,Sunday,FALSE
Spearsland,11/27/2023,36491025,10,,,Saint Vincent and the Grenadines,Electronics,Monday,FALSE
Spearsland,11/28/2023,36491025,10,,,Turkmenistan,Electronics,Tuesday,FALSE
Spearsland,11/29/2023,36491025,9,,,Equatorial Guinea,Electronics,Wednesday,FALSE
Spearsland,11/30/2023,36491025,9,,,Portugal,Electronics,Thursday,FALSE
Spearsland,12/1/2023,36491025,3,,,Malawi,Electronics,Friday,FALSE
Spearsland,12/2/2023,36491025,10,,,Cook Islands,Electronics,Saturday,FALSE
Spearsland,12/3/2023,36491025,4,,,Sweden,Electronics,Sunday,FALSE
Spearsland,12/4/2023,36491025,10,,,Tanzania,Electronics,Monday,FALSE
Spearsland,12/5/2023,36491025,10,,,Kyrgyz Republic,Electronics,Tuesday,FALSE
Spearsland,12/6/2023,36491025,3,,,Comoros,Electronics,Wednesday,FALSE
Spearsland,12/7/2023,36491025,9,,,Bosnia and Herzegovina,Electronics,Thursday,FALSE
Spearsland,12/8/2023,36491025,7,,,Cayman Islands,Electronics,Friday,FALSE
Spearsland,12/9/2023,36491025,8,,,Antigua and Barbuda,Electronics,Saturday,FALSE
Spearsland,12/10/2023,36491025,6,,,Niue,Electronics,Sunday,FALSE
Spearsland,12/11/2023,36491025,9,,,Western Sahara,Electronics,Monday,FALSE
Spearsland,12/12/2023,36491025,9,,,Peru,Electronics,Tuesday,FALSE
Spearsland,12/13/2023,36491025,10,,,Lao People's Democratic Republic,Electronics,Wednesday,FALSE
Spearsland,12/14/2023,36491025,5,,,Singapore,Electronics,Thursday,FALSE
Spearsland,12/15/2023,36491025,9,,,Saint Martin,Electronics,Friday,FALSE
Spearsland,12/16/2023,36491025,10,,,Sao Tome and Principe,Electronics,Saturday,FALSE
Spearsland,12/17/2023,36491025,8,,,China,Electronics,Sunday,FALSE
Spearsland,12/18/2023,36491025,3,,,Kuwait,Electronics,Monday,FALSE
Spearsland,12/19/2023,36491025,7,,,Slovakia (Slovak Republic),Electronics,Tuesday,FALSE
Spearsland,12/20/2023,36491025,5,,,Papua New Guinea,Electronics,Wednesday,FALSE
Spearsland,12/21/2023,36491025,10,,,Congo,Electronics,Thursday,FALSE
Spearsland,12/22/2023,36491025,5,,,Belize,Electronics,Friday,FALSE
Spearsland,12/23/2023,36491025,4,,,Croatia,Electronics,Saturday,FALSE
Spearsland,12/24/2023,36491025,8,,,Malta,Electronics,Sunday,FALSE
Spearsland,12/25/2023,36491025,10,,,Uganda,Electronics,Monday,TRUE
Spearsland,12/26/2023,36491025,12,,,French Polynesia,Electronics,Tuesday,FALSE
Spearsland,12/27/2023,36491025,9,,,Falkland Islands (Malvinas),Electronics,Wednesday,FALSE
Spearsland,12/28/2023,36491025,5,,,Fiji,Electronics,Thursday,FALSE
Spearsland,12/29/2023,36491025,10,,,Cyprus,Electronics,Friday,FALSE
Spearsland,12/30/2023,36491025,17,,,Syrian Arab Republic,Electronics,Saturday,FALSE
Spearsland,12/31/2023,36491025,15,,,Saint Kitts and Nevis,Electronics,Sunday,FALSE
Spearsland,1/1/2024,36491025,4,,,Greenland,Electronics,Monday,FALSE
Spearsland,1/1/2022,80767985,5,,,Luxembourg,Electronics,Saturday,FALSE
Spearsland,1/2/2022,80767985,8,,,Chad,Electronics,Sunday,FALSE
Spearsland,1/3/2022,80767985,7,,,Papua New Guinea,Electronics,Monday,FALSE
Spearsland,1/4/2022,80767985,2,,,South Africa,Electronics,Tuesday,FALSE
Spearsland,1/5/2022,80767985,9,,,Burkina Faso,Electronics,Wednesday,FALSE
Spearsland,1/6/2022,80767985,6,,,Kuwait,Electronics,Thursday,FALSE
Spearsland,1/7/2022,80767985,2,,,Ethiopia,Electronics,Friday,FALSE
Spearsland,1/8/2022,80767985,14,,,El Salvador,Electronics,Saturday,FALSE
Spearsland,1/9/2022,80767985,5,,,Philippines,Electronics,Sunday,FALSE
Spearsland,1/10/2022,80767985,14,,,Niger,Electronics,Monday,FALSE
Spearsland,1/11/2022,80767985,6,,,Lao People's Democratic Republic,Electronics,Tuesday,FALSE
Spearsland,1/12/2022,80767985,4,,,Somalia,Electronics,Wednesday,FALSE
Spearsland,1/13/2022,80767985,6,,,Tokelau,Electronics,Thursday,FALSE
Spearsland,1/14/2022,80767985,7,,,Equatorial Guinea,Electronics,Friday,FALSE
Spearsland,1/15/2022,80767985,8,,,Libyan Arab Jamahiriya,Electronics,Saturday,FALSE
Spearsland,1/16/2022,80767985,7,,,Denmark,Electronics,Sunday,FALSE
Spearsland,1/17/2022,80767985,8,,,Romania,Electronics,Monday,FALSE
Spearsland,1/18/2022,80767985,6,,,Ethiopia,Electronics,Tuesday,FALSE
Spearsland,1/19/2022,80767985,4,,,Benin,Electronics,Wednesday,FALSE
Spearsland,1/20/2022,80767985,6,,,Russian Federation,Electronics,Thursday,FALSE
Spearsland,1/21/2022,80767985,3,,,Hungary,Electronics,Friday,FALSE
Spearsland,1/22/2022,80767985,8,,,Oman,Electronics,Saturday,FALSE
Spearsland,1/23/2022,80767985,10,,,Albania,Electronics,Sunday,FALSE
Spearsland,1/24/2022,80767985,4,,,Sri Lanka,Electronics,Monday,FALSE
Spearsland,1/25/2022,80767985,8,,,Belgium,Electronics,Tuesday,FALSE
Spearsland,1/26/2022,80767985,4,,,United Kingdom,Electronics,Wednesday,FALSE
Spearsland,1/27/2022,80767985,10,,,British Indian Ocean Territory (Chagos Archipelago),Electronics,Thursday,FALSE
Spearsland,1/28/2022,80767985,3,,,Lesotho,Electronics,Friday,FALSE
Spearsland,1/29/2022,80767985,11,,,Palestinian Territory,Electronics,Saturday,FALSE
Spearsland,1/30/2022,80767985,2,,,Seychelles,Electronics,Sunday,FALSE
Spearsland,1/31/2022,80767985,4,,,Slovakia (Slovak Republic),Electronics,Monday,FALSE
Spearsland,2/1/2022,80767985,3,,,Vanuatu,Electronics,Tuesday,FALSE
Spearsland,2/2/2022,80767985,10,,,Argentina,Electronics,Wednesday,FALSE
Spearsland,2/3/2022,80767985,6,,,Bolivia,Electronics,Thursday,FALSE
Spearsland,2/4/2022,80767985,6,,,Palau,Electronics,Friday,FALSE
Spearsland,2/5/2022,80767985,4,,,Greenland,Electronics,Saturday,FALSE
Spearsland,2/6/2022,80767985,7,,,Turkey,Electronics,Sunday,FALSE
Spearsland,2/7/2022,80767985,4,,,Brazil,Electronics,Monday,FALSE
Spearsland,2/8/2022,80767985,6,,,Jamaica,Electronics,Tuesday,FALSE
Spearsland,2/9/2022,80767985,4,,,Norway,Electronics,Wednesday,FALSE
Spearsland,2/10/2022,80767985,9,,,Sao Tome and Principe,Electronics,Thursday,FALSE
Spearsland,2/11/2022,80767985,6,,,Swaziland,Electronics,Friday,FALSE
Spearsland,2/12/2022,80767985,1,,,Kenya,Electronics,Saturday,FALSE
Spearsland,2/13/2022,80767985,1,,,Saint Lucia,Electronics,Sunday,FALSE
Spearsland,2/14/2022,80767985,4,,,Timor-Leste,Electronics,Monday,FALSE
Spearsland,2/15/2022,80767985,10,,,Marshall Islands,Electronics,Tuesday,FALSE
Spearsland,2/16/2022,80767985,2,,,Ghana,Electronics,Wednesday,FALSE
Spearsland,2/17/2022,80767985,6,,,Somalia,Electronics,Thursday,FALSE
Spearsland,2/18/2022,80767985,9,,,Heard Island and McDonald Islands,Electronics,Friday,FALSE
Spearsland,2/19/2022,80767985,7,,,Saint Pierre and Miquelon,Electronics,Saturday,FALSE
Spearsland,2/20/2022,80767985,14,,,Djibouti,Electronics,Sunday,FALSE
Spearsland,2/21/2022,80767985,8,,,Ethiopia,Electronics,Monday,FALSE
Spearsland,2/22/2022,80767985,8,,,Norfolk Island,Electronics,Tuesday,FALSE
Spearsland,2/23/2022,80767985,10,,,Macao,Electronics,Wednesday,FALSE
Spearsland,2/24/2022,80767985,2,,,Morocco,Electronics,Thursday,FALSE
Spearsland,2/25/2022,80767985,4,,,United States Minor Outlying Islands,Electronics,Friday,FALSE
Spearsland,2/26/2022,80767985,4,,,Congo,Electronics,Saturday,FALSE
Spearsland,2/27/2022,80767985,8,,,San Marino,Electronics,Sunday,FALSE
Spearsland,2/28/2022,80767985,4,,,Botswana,Electronics,Monday,FALSE
Spearsland,3/1/2022,80767985,3,,,Madagascar,Electronics,Tuesday,FALSE
Spearsland,3/2/2022,80767985,7,,,Vanuatu,Electronics,Wednesday,FALSE
Spearsland,3/3/2022,80767985,2,,,Belize,Electronics,Thursday,FALSE
Spearsland,3/4/2022,80767985,3,,,Italy,Electronics,Friday,FALSE
Spearsland,3/5/2022,80767985,7,,,Guam,Electronics,Saturday,FALSE
Spearsland,3/6/2022,80767985,5,,,Monaco,Electronics,Sunday,FALSE
Spearsland,3/7/2022,80767985,7,,,Kuwait,Electronics,Monday,FALSE
Spearsland,3/8/2022,80767985,2,,,Uganda,Electronics,Tuesday,FALSE
Spearsland,3/9/2022,80767985,9,,,Bosnia and Herzegovina,Electronics,Wednesday,FALSE
Spearsland,3/10/2022,80767985,4,,,Sudan,Electronics,Thursday,FALSE
Spearsland,3/11/2022,80767985,2,,,Cyprus,Electronics,Friday,FALSE
Spearsland,3/12/2022,80767985,2,,,Netherlands Antilles,Electronics,Saturday,FALSE
Spearsland,3/13/2022,80767985,7,,,Germany,Electronics,Sunday,FALSE
Spearsland,3/14/2022,80767985,8,,,Russian Federation,Electronics,Monday,FALSE
Spearsland,3/15/2022,80767985,8,,,Saint Helena,Electronics,Tuesday,FALSE
Spearsland,3/16/2022,80767985,2,,,Cyprus,Electronics,Wednesday,FALSE
Spearsland,3/17/2022,80767985,4,,,Chad,Electronics,Thursday,FALSE
Spearsland,3/18/2022,80767985,2,,,United Arab Emirates,Electronics,Friday,FALSE
Spearsland,3/19/2022,80767985,4,,,Saint Lucia,Electronics,Saturday,FALSE
Spearsland,3/20/2022,80767985,12,,,Bosnia and Herzegovina,Electronics,Sunday,FALSE
Spearsland,3/21/2022,80767985,8,,,Northern Mariana Islands,Electronics,Monday,FALSE
Spearsland,3/22/2022,80767985,6,,,Slovakia (Slovak Republic),Electronics,Tuesday,FALSE
Spearsland,3/23/2022,80767985,4,,,Mali,Electronics,Wednesday,FALSE
Spearsland,3/24/2022,80767985,6,,,Sweden,Electronics,Thursday,FALSE
Spearsland,3/25/2022,80767985,9,,,Gambia,Electronics,Friday,FALSE
Spearsland,3/26/2022,80767985,10,,,Korea,Electronics,Saturday,FALSE
Spearsland,3/27/2022,80767985,2,,,Cayman Islands,Electronics,Sunday,FALSE
Spearsland,3/28/2022,80767985,4,,,Singapore,Electronics,Monday,FALSE
Spearsland,3/29/2022,80767985,10,,,Nicaragua,Electronics,Tuesday,FALSE
Spearsland,3/30/2022,80767985,1,,,New Caledonia,Electronics,Wednesday,FALSE
Spearsland,3/31/2022,80767985,2,,,Tunisia,Electronics,Thursday,FALSE
Spearsland,4/1/2022,80767985,5,,,Russian Federation,Electronics,Friday,FALSE
Spearsland,4/2/2022,80767985,13,,,Mauritius,Electronics,Saturday,FALSE
Spearsland,4/3/2022,80767985,10,,,Liberia,Electronics,Sunday,FALSE
Spearsland,4/4/2022,80767985,6,,,Samoa,Electronics,Monday,FALSE
Spearsland,4/5/2022,80767985,5,,,Svalbard & Jan Mayen Islands,Electronics,Tuesday,FALSE
Spearsland,4/6/2022,80767985,5,,,Ireland,Electronics,Wednesday,FALSE
Spearsland,4/7/2022,80767985,3,,,Christmas Island,Electronics,Thursday,FALSE
Spearsland,4/8/2022,80767985,5,,,Guatemala,Electronics,Friday,FALSE
Spearsland,4/9/2022,80767985,10,,,Argentina,Electronics,Saturday,FALSE
Spearsland,4/10/2022,80767985,5,,,Lao People's Democratic Republic,Electronics,Sunday,FALSE
Spearsland,4/11/2022,80767985,3,,,Saudi Arabia,Electronics,Monday,FALSE
Spearsland,4/12/2022,80767985,7,,,Uganda,Electronics,Tuesday,FALSE
Spearsland,4/13/2022,80767985,2,,,Bahrain,Electronics,Wednesday,FALSE
Spearsland,4/14/2022,80767985,2,,,Central African Republic,Electronics,Thursday,FALSE
Spearsland,4/15/2022,80767985,7,,,Pakistan,Electronics,Friday,FALSE
Spearsland,4/16/2022,80767985,9,,,Papua New Guinea,Electronics,Saturday,FALSE
Spearsland,4/17/2022,80767985,3,,,Monaco,Electronics,Sunday,FALSE
Spearsland,4/18/2022,80767985,5,,,Lithuania,Electronics,Monday,FALSE
Spearsland,4/19/2022,80767985,2,,,Senegal,Electronics,Tuesday,FALSE
Spearsland,4/20/2022,80767985,6,,,Taiwan,Electronics,Wednesday,FALSE
Spearsland,4/21/2022,80767985,6,,,Denmark,Electronics,Thursday,FALSE
Spearsland,4/22/2022,80767985,2,,,Zimbabwe,Electronics,Friday,FALSE
Spearsland,4/23/2022,80767985,6,,,Svalbard & Jan Mayen Islands,Electronics,Saturday,FALSE
Spearsland,4/24/2022,80767985,7,,,Maldives,Electronics,Sunday,FALSE
Spearsland,4/25/2022,80767985,4,,,Denmark,Electronics,Monday,FALSE
Spearsland,4/26/2022,80767985,6,,,Saint Helena,Electronics,Tuesday,FALSE
Spearsland,4/27/2022,80767985,9,,,Qatar,Electronics,Wednesday,FALSE
Spearsland,4/28/2022,80767985,3,,,Ireland,Electronics,Thursday,FALSE
Spearsland,4/29/2022,80767985,5,,,Libyan Arab Jamahiriya,Electronics,Friday,FALSE
Spearsland,4/30/2022,80767985,3,,,Kyrgyz Republic,Electronics,Saturday,FALSE
Spearsland,5/1/2022,80767985,10,,,Korea,Electronics,Sunday,FALSE
Spearsland,5/2/2022,80767985,4,,,Cameroon,Electronics,Monday,FALSE
Spearsland,5/3/2022,80767985,2,,,Hong Kong,Electronics,Tuesday,FALSE
Spearsland,5/4/2022,80767985,8,,,Hong Kong,Electronics,Wednesday,FALSE
Spearsland,5/5/2022,80767985,5,,,Lao People's Democratic Republic,Electronics,Thursday,FALSE
Spearsland,5/6/2022,80767985,6,,,Bahamas,Electronics,Friday,FALSE
Spearsland,5/7/2022,80767985,3,,,Jersey,Electronics,Saturday,FALSE
Spearsland,5/8/2022,80767985,7,,,Dominica,Electronics,Sunday,FALSE
Spearsland,5/9/2022,80767985,4,,,Thailand,Electronics,Monday,FALSE
Spearsland,5/10/2022,80767985,4,,,Bolivia,Electronics,Tuesday,FALSE
Spearsland,5/11/2022,80767985,5,,,Niue,Electronics,Wednesday,FALSE
Spearsland,5/12/2022,80767985,3,,,Lao People's Democratic Republic,Electronics,Thursday,FALSE
Spearsland,5/13/2022,80767985,7,,,Romania,Electronics,Friday,FALSE
Spearsland,5/14/2022,80767985,6,,,Namibia,Electronics,Saturday,FALSE
Spearsland,5/15/2022,80767985,6,,,Saint Pierre and Miquelon,Electronics,Sunday,FALSE
Spearsland,5/16/2022,80767985,0,,,Chad,Electronics,Monday,FALSE
Spearsland,5/17/2022,80767985,9,,,United Kingdom,Electronics,Tuesday,FALSE
Spearsland,5/18/2022,80767985,5,,,Thailand,Electronics,Wednesday,FALSE
Spearsland,5/19/2022,80767985,3,,,Costa Rica,Electronics,Thursday,FALSE
Spearsland,5/20/2022,80767985,6,,,Taiwan,Electronics,Friday,FALSE
Spearsland,5/21/2022,80767985,1,,,Vietnam,Electronics,Saturday,FALSE
Spearsland,5/22/2022,80767985,7,,,Oman,Electronics,Sunday,FALSE
Spearsland,5/23/2022,80767985,4,,,Ghana,Electronics,Monday,FALSE
Spearsland,5/24/2022,80767985,4,,,Morocco,Electronics,Tuesday,FALSE
Spearsland,5/25/2022,80767985,2,,,China,Electronics,Wednesday,FALSE
Spearsland,5/26/2022,80767985,5,,,Australia,Electronics,Thursday,FALSE
Spearsland,5/27/2022,80767985,3,,,New Caledonia,Electronics,Friday,FALSE
Spearsland,5/28/2022,80767985,5,,,United Arab Emirates,Electronics,Saturday,FALSE
Spearsland,5/29/2022,80767985,6,,,El Salvador,Electronics,Sunday,FALSE
Spearsland,5/30/2022,80767985,7,,,Micronesia,Electronics,Monday,FALSE
Spearsland,5/31/2022,80767985,2,,,American Samoa,Electronics,Tuesday,FALSE
Spearsland,6/1/2022,80767985,3,,,French Guiana,Electronics,Wednesday,FALSE
Spearsland,6/2/2022,80767985,6,,,Slovenia,Electronics,Thursday,FALSE
Spearsland,6/3/2022,80767985,4,,,Reunion,Electronics,Friday,FALSE
Spearsland,6/4/2022,80767985,9,,,Niger,Electronics,Saturday,FALSE
Spearsland,6/5/2022,80767985,9,,,Belize,Electronics,Sunday,FALSE
Spearsland,6/6/2022,80767985,8,,,Sudan,Electronics,Monday,FALSE
Spearsland,6/7/2022,80767985,9,,,American Samoa,Electronics,Tuesday,FALSE
Spearsland,6/8/2022,80767985,4,,,Turkey,Electronics,Wednesday,FALSE
Spearsland,6/9/2022,80767985,3,,,Latvia,Electronics,Thursday,FALSE
Spearsland,6/10/2022,80767985,6,,,Burundi,Electronics,Friday,FALSE
Spearsland,6/11/2022,80767985,5,,,Ecuador,Electronics,Saturday,FALSE
Spearsland,6/12/2022,80767985,7,,,Denmark,Electronics,Sunday,FALSE
Spearsland,6/13/2022,80767985,5,,,Malawi,Electronics,Monday,FALSE
Spearsland,6/14/2022,80767985,3,,,French Polynesia,Electronics,Tuesday,FALSE
Spearsland,6/15/2022,80767985,5,,,Liberia,Electronics,Wednesday,FALSE
Spearsland,6/16/2022,80767985,5,,,Togo,Electronics,Thursday,FALSE
Spearsland,6/17/2022,80767985,5,,,Libyan Arab Jamahiriya,Electronics,Friday,FALSE
Spearsland,6/18/2022,80767985,1,,,Somalia,Electronics,Saturday,FALSE
Spearsland,6/19/2022,80767985,7,,,Bermuda,Electronics,Sunday,FALSE
Spearsland,6/20/2022,80767985,6,,,Botswana,Electronics,Monday,FALSE
Spearsland,6/21/2022,80767985,6,,,United Arab Emirates,Electronics,Tuesday,FALSE
Spearsland,6/22/2022,80767985,7,,,Monaco,Electronics,Wednesday,FALSE
Spearsland,6/23/2022,80767985,8,,,Singapore,Electronics,Thursday,FALSE
Spearsland,6/24/2022,80767985,7,,,Jordan,Electronics,Friday,FALSE
Spearsland,6/25/2022,80767985,10,,,Bhutan,Electronics,Saturday,FALSE
Spearsland,6/26/2022,80767985,6,,,Cambodia,Electronics,Sunday,FALSE
Spearsland,6/27/2022,80767985,5,,,Bolivia,Electronics,Monday,FALSE
Spearsland,6/28/2022,80767985,4,,,Guyana,Electronics,Tuesday,FALSE
Spearsland,6/29/2022,80767985,4,,,New Caledonia,Electronics,Wednesday,FALSE
Spearsland,6/30/2022,80767985,3,,,Cameroon,Electronics,Thursday,FALSE
Spearsland,7/1/2022,80767985,3,,,Guadeloupe,Electronics,Friday,FALSE
Spearsland,7/2/2022,80767985,1,,,Iceland,Electronics,Saturday,FALSE
Spearsland,7/3/2022,80767985,3,,,Dominica,Electronics,Sunday,FALSE
Spearsland,7/4/2022,80767985,13,,,Saint Vincent and the Grenadines,Electronics,Monday,FALSE
Spearsland,7/5/2022,80767985,4,,,Zimbabwe,Electronics,Tuesday,FALSE
Spearsland,7/6/2022,80767985,9,,,Iraq,Electronics,Wednesday,FALSE
Spearsland,7/7/2022,80767985,10,,,Tunisia,Electronics,Thursday,FALSE
Spearsland,7/8/2022,80767985,13,,,Iceland,Electronics,Friday,FALSE
Spearsland,7/9/2022,80767985,5,,,Eritrea,Electronics,Saturday,FALSE
Spearsland,7/10/2022,80767985,3,,,Maldives,Electronics,Sunday,FALSE
Spearsland,7/11/2022,80767985,12,,,Faroe Islands,Electronics,Monday,FALSE
Spearsland,7/12/2022,80767985,6,,,Lao People's Democratic Republic,Electronics,Tuesday,FALSE
Spearsland,7/13/2022,80767985,13,,,Eritrea,Electronics,Wednesday,FALSE
Spearsland,7/14/2022,80767985,3,,,Mozambique,Electronics,Thursday,FALSE
Spearsland,7/15/2022,80767985,7,,,Djibouti,Electronics,Friday,FALSE
Spearsland,7/16/2022,80767985,7,,,Cote d'Ivoire,Electronics,Saturday,FALSE
Spearsland,7/17/2022,80767985,9,,,British Virgin Islands,Electronics,Sunday,FALSE
Spearsland,7/18/2022,80767985,4,,,Moldova,Electronics,Monday,FALSE
Spearsland,7/19/2022,80767985,4,,,Romania,Electronics,Tuesday,FALSE
Spearsland,7/20/2022,80767985,9,,,Tuvalu,Electronics,Wednesday,FALSE
Spearsland,7/21/2022,80767985,9,,,United States of America,Electronics,Thursday,FALSE
Spearsland,7/22/2022,80767985,3,,,Northern Mariana Islands,Electronics,Friday,FALSE
Spearsland,7/23/2022,80767985,3,,,Bosnia and Herzegovina,Electronics,Saturday,FALSE
Spearsland,7/24/2022,80767985,10,,,Suriname,Electronics,Sunday,FALSE
Spearsland,7/25/2022,80767985,1,,,Zambia,Electronics,Monday,FALSE
Spearsland,7/26/2022,80767985,6,,,Brunei Darussalam,Electronics,Tuesday,FALSE
Spearsland,7/27/2022,80767985,9,,,Zambia,Electronics,Wednesday,FALSE
Spearsland,7/28/2022,80767985,7,,,Brunei Darussalam,Electronics,Thursday,FALSE
Spearsland,7/29/2022,80767985,16,,,Yemen,Electronics,Friday,FALSE
Spearsland,7/30/2022,80767985,5,,,Pakistan,Electronics,Saturday,FALSE
Spearsland,7/31/2022,80767985,21,,,British Indian Ocean Territory (Chagos Archipelago),Electronics,Sunday,FALSE
Spearsland,8/1/2022,80767985,1,,,Albania,Electronics,Monday,FALSE
Spearsland,8/2/2022,80767985,1,,,Saint Pierre and Miquelon,Electronics,Tuesday,FALSE
Spearsland,8/3/2022,80767985,7,,,Taiwan,Electronics,Wednesday,FALSE
Spearsland,8/4/2022,80767985,12,,,French Polynesia,Electronics,Thursday,FALSE
Spearsland,8/5/2022,80767985,6,,,Netherlands Antilles,Electronics,Friday,FALSE
Spearsland,8/6/2022,80767985,18,,,Jersey,Electronics,Saturday,FALSE
Spearsland,8/7/2022,80767985,12,,,San Marino,Electronics,Sunday,FALSE
Spearsland,8/8/2022,80767985,6,,,Christmas Island,Electronics,Monday,FALSE
Spearsland,8/9/2022,80767985,18,,,Saudi Arabia,Electronics,Tuesday,FALSE
Spearsland,8/10/2022,80767985,7,,,Japan,Electronics,Wednesday,FALSE
Spearsland,8/11/2022,80767985,7,,,Bouvet Island (Bouvetoya),Electronics,Thursday,FALSE
Spearsland,8/12/2022,80767985,7,,,Bahamas,Electronics,Friday,FALSE
Spearsland,8/13/2022,80767985,19,,,Belize,Electronics,Saturday,FALSE
Spearsland,8/14/2022,80767985,12,,,Luxembourg,Electronics,Sunday,FALSE
Spearsland,8/15/2022,80767985,7,,,Liberia,Electronics,Monday,FALSE
Spearsland,8/16/2022,80767985,6,,,China,Electronics,Tuesday,FALSE
Spearsland,8/17/2022,80767985,9,,,Mali,Electronics,Wednesday,FALSE
Spearsland,8/18/2022,80767985,9,,,British Indian Ocean Territory (Chagos Archipelago),Electronics,Thursday,FALSE
Spearsland,8/19/2022,80767985,10,,,China,Electronics,Friday,FALSE
Spearsland,8/20/2022,80767985,3,,,Namibia,Electronics,Saturday,FALSE
Spearsland,8/21/2022,80767985,10,,,India,Electronics,Sunday,FALSE
Spearsland,8/22/2022,80767985,16,,,Vietnam,Electronics,Monday,FALSE
Spearsland,8/23/2022,80767985,12,,,Madagascar,Electronics,Tuesday,FALSE
Spearsland,8/24/2022,80767985,7,,,Dominica,Electronics,Wednesday,FALSE
Spearsland,8/25/2022,80767985,4,,,Poland,Electronics,Thursday,FALSE
Spearsland,8/26/2022,80767985,4,,,North Macedonia,Electronics,Friday,FALSE
Spearsland,8/27/2022,80767985,9,,,Georgia,Electronics,Saturday,FALSE
Spearsland,8/28/2022,80767985,3,,,Kiribati,Electronics,Sunday,FALSE
Spearsland,8/29/2022,80767985,10,,,Greece,Electronics,Monday,FALSE
Spearsland,8/30/2022,80767985,7,,,Bulgaria,Electronics,Tuesday,FALSE
Spearsland,8/31/2022,80767985,7,,,Macao,Electronics,Wednesday,FALSE
Spearsland,9/1/2022,80767985,4,,,Kuwait,Electronics,Thursday,FALSE
Spearsland,9/2/2022,80767985,10,,,Montenegro,Electronics,Friday,FALSE
Spearsland,9/3/2022,80767985,3,,,Estonia,Electronics,Saturday,FALSE
Spearsland,9/4/2022,80767985,7,,,Morocco,Electronics,Sunday,FALSE
Spearsland,9/5/2022,80767985,7,,,Belize,Electronics,Monday,FALSE
Spearsland,9/6/2022,80767985,9,,,Saint Martin,Electronics,Tuesday,FALSE
Spearsland,9/7/2022,80767985,7,,,Slovenia,Electronics,Wednesday,FALSE
Spearsland,9/8/2022,80767985,10,,,Timor-Leste,Electronics,Thursday,FALSE
Spearsland,9/9/2022,80767985,10,,,Nauru,Electronics,Friday,FALSE
Spearsland,9/10/2022,80767985,9,,,Uruguay,Electronics,Saturday,FALSE
Spearsland,9/11/2022,80767985,1,,,Burundi,Electronics,Sunday,FALSE
Spearsland,9/12/2022,80767985,7,,,Jordan,Electronics,Monday,FALSE
Spearsland,9/13/2022,80767985,4,,,Cote d'Ivoire,Electronics,Tuesday,FALSE
Spearsland,9/14/2022,80767985,6,,,Cayman Islands,Electronics,Wednesday,FALSE
Spearsland,9/15/2022,80767985,9,,,Palau,Electronics,Thursday,FALSE
Spearsland,9/16/2022,80767985,7,,,Saint Martin,Electronics,Friday,FALSE
Spearsland,9/17/2022,80767985,9,,,Algeria,Electronics,Saturday,FALSE
Spearsland,9/18/2022,80767985,3,,,Saint Kitts and Nevis,Electronics,Sunday,FALSE
Spearsland,9/19/2022,80767985,7,,,United Arab Emirates,Electronics,Monday,FALSE
Spearsland,9/20/2022,80767985,10,,,Mauritania,Electronics,Tuesday,FALSE
Spearsland,9/21/2022,80767985,6,,,San Marino,Electronics,Wednesday,FALSE
Spearsland,9/22/2022,80767985,4,,,Wallis and Futuna,Electronics,Thursday,FALSE
Spearsland,9/23/2022,80767985,6,,,Netherlands,Electronics,Friday,FALSE
Spearsland,9/24/2022,80767985,7,,,Cayman Islands,Electronics,Saturday,FALSE
Spearsland,9/25/2022,80767985,5,,,Saint Pierre and Miquelon,Electronics,Sunday,FALSE
Spearsland,9/26/2022,80767985,7,,,Isle of Man,Electronics,Monday,FALSE
Spearsland,9/27/2022,80767985,9,,,Suriname,Electronics,Tuesday,FALSE
Spearsland,9/28/2022,80767985,6,,,Jamaica,Electronics,Wednesday,FALSE
Spearsland,9/29/2022,80767985,7,,,Iraq,Electronics,Thursday,FALSE
Spearsland,9/30/2022,80767985,1,,,Brazil,Electronics,Friday,FALSE
Spearsland,10/1/2022,80767985,10,,,United Arab Emirates,Electronics,Saturday,FALSE
Spearsland,10/2/2022,80767985,8,,,Yemen,Electronics,Sunday,FALSE
Spearsland,10/3/2022,80767985,7,,,Grenada,Electronics,Monday,FALSE
Spearsland,10/4/2022,80767985,14,,,Indonesia,Electronics,Tuesday,FALSE
Spearsland,10/5/2022,80767985,5,,,Guinea-Bissau,Electronics,Wednesday,FALSE
Spearsland,10/6/2022,80767985,9,,,Central African Republic,Electronics,Thursday,FALSE
Spearsland,10/7/2022,80767985,7,,,Grenada,Electronics,Friday,FALSE
Spearsland,10/8/2022,80767985,12,,,Myanmar,Electronics,Saturday,FALSE
Spearsland,10/9/2022,80767985,0,,,Congo,Electronics,Sunday,FALSE
Spearsland,10/10/2022,80767985,7,,,Bosnia and Herzegovina,Electronics,Monday,FALSE
Spearsland,10/11/2022,80767985,5,,,Burkina Faso,Electronics,Tuesday,FALSE
