Store ID,Date,Product ID,Units Sold,Sales Revenue,Discount,Store Location,Category ID,Day of the Week,Holiday Effect
Spearsland,3/21/2023,4372894,4,200,15,Anguilla,3,Tuesday,FALSE
Spearsland,3/22/2023,4372894,12,600,15,North Macedonia,3,Wednesday,FALSE
Spearsland,3/23/2023,4372894,2,100,15,Cook Islands,3,Thursday,FALSE
Spearsland,3/24/2023,4372894,6,300,15,Central African Republic,3,Friday,FALSE
Spearsland,3/25/2023,4372894,7,350,15,Algeria,3,Saturday,FALSE
Spearsland,3/26/2023,4372894,10,500,15,Luxembourg,3,Sunday,FALSE
Spearsland,3/27/2023,4372894,1,50,15,Slovakia ,3,Monday,FALSE
Spearsland,3/28/2023,4372894,7,350,15,El Salvador,3,Tuesday,FALSE
Spearsland,3/29/2023,4372894,7,350,15,Korea,3,Wednesday,FALSE
Spearsland,3/30/2023,4372894,7,350,15,Marshall Islands,3,Thursday,FALSE
Spearsland,3/31/2023,4372894,6,300,15,Colombia,3,Friday,FALSE
Spearsland,4/1/2023,4372894,2,100,15,Christmas Island,3,Saturday,FALSE
Spearsland,4/2/2023,4372894,2,100,15,South Georgia and the South Sandwich Islands,3,Sunday,FALSE
Spearsland,4/3/2023,4372894,4,200,15,Svalbard & Jan Mayen Islands,3,Monday,FALSE
Spearsland,4/4/2023,4372894,7,350,15,Spain,3,Tuesday,FALSE
Spearsland,4/5/2023,4372894,4,200,15,Iran,3,Wednesday,FALSE
Spearsland,4/6/2023,4372894,7,350,15,Seychelles,3,Thursday,FALSE
Spearsland,4/7/2023,4372894,5,250,15,Barbados,3,Friday,FALSE
Spearsland,4/8/2023,4372894,2,100,15,Cuba,3,Saturday,FALSE
Spearsland,4/9/2023,4372894,3,150,15,Wallis and Futuna,3,Sunday,FALSE
Spearsland,4/10/2023,4372894,6,300,15,Germany,3,Monday,FALSE
Spearsland,4/11/2023,4372894,0,0,15,Hong Kong,3,Tuesday,FALSE
Spearsland,4/12/2023,4372894,2,100,15,Spain,3,Wednesday,FALSE
Spearsland,4/13/2023,4372894,6,300,15,Botswana,3,Thursday,FALSE
Spearsland,4/14/2023,4372894,6,300,15,Cyprus,3,Friday,FALSE
Spearsland,4/15/2023,4372894,6,300,15,Ireland,3,Saturday,FALSE
Spearsland,4/16/2023,4372894,6,300,15,Belize,3,Sunday,FALSE
Spearsland,4/17/2023,4372894,2,100,15,Nigeria,3,Monday,FALSE
Spearsland,4/18/2023,4372894,7,350,15,Italy,3,Tuesday,FALSE
Spearsland,4/19/2023,4372894,9,450,15,Panama,3,Wednesday,FALSE
Spearsland,4/20/2023,4372894,2,100,15,Austria,3,Thursday,FALSE
Spearsland,4/21/2023,4372894,6,300,15,Heard Island and McDonald Islands,3,Friday,FALSE
Spearsland,4/22/2023,4372894,9,450,15,Kazakhstan,3,Saturday,FALSE
Spearsland,4/23/2023,4372894,11,550,15,Tajikistan,3,Sunday,FALSE
Spearsland,4/24/2023,4372894,6,300,15,Kuwait,3,Monday,FALSE
Spearsland,4/25/2023,4372894,8,400,15,Cyprus,3,Tuesday,FALSE
Spearsland,4/26/2023,4372894,7,350,15,Saint Martin,3,Wednesday,FALSE
Spearsland,4/27/2023,4372894,5,250,15,Turkey,3,Thursday,FALSE
Spearsland,4/28/2023,4372894,5,250,15,Lebanon,3,Friday,FALSE
Spearsland,4/29/2023,4372894,2,100,15,Mongolia,3,Saturday,FALSE
Spearsland,4/30/2023,4372894,5,250,15,Kyrgyz Republic,3,Sunday,FALSE
Spearsland,5/1/2023,4372894,3,150,15,Gibraltar,3,Monday,FALSE
Spearsland,5/2/2023,4372894,5,250,15,Bermuda,3,Tuesday,FALSE
Spearsland,5/3/2023,4372894,7,350,15,Fiji,3,Wednesday,FALSE
Spearsland,5/4/2023,4372894,11,550,15,Hungary,3,Thursday,FALSE
Spearsland,5/5/2023,4372894,8,400,15,Western Sahara,3,Friday,FALSE
Spearsland,5/6/2023,4372894,6,300,15,Niger,3,Saturday,FALSE
Spearsland,5/7/2023,4372894,3,150,15,Saudi Arabia,3,Sunday,FALSE
Spearsland,5/8/2023,4372894,5,250,15,Guadeloupe,3,Monday,FALSE
Spearsland,5/9/2023,4372894,3,150,15,Zimbabwe,3,Tuesday,FALSE
Spearsland,5/10/2023,4372894,8,400,15,Bouvet Island ,3,Wednesday,FALSE
Spearsland,5/11/2023,4372894,7,350,15,Pakistan,3,Thursday,FALSE
Spearsland,5/12/2023,4372894,5,250,15,Costa Rica,3,Friday,FALSE
Spearsland,5/13/2023,4372894,10,500,15,Puerto Rico,3,Saturday,FALSE
Spearsland,5/14/2023,4372894,13,650,15,Norfolk Island,3,Sunday,FALSE
Spearsland,5/15/2023,4372894,1,50,15,French Guiana,3,Monday,FALSE
Spearsland,5/16/2023,4372894,3,150,15,Marshall Islands,3,Tuesday,FALSE
Spearsland,5/17/2023,4372894,2,100,15,Kuwait,3,Wednesday,FALSE
Spearsland,5/18/2023,4372894,5,250,15,Gibraltar,3,Thursday,FALSE
Spearsland,5/19/2023,4372894,6,300,15,Samoa,3,Friday,FALSE
Spearsland,5/20/2023,4372894,9,450,15,Martinique,3,Saturday,FALSE
Spearsland,5/21/2023,4372894,7,350,15,Burundi,3,Sunday,FALSE
Spearsland,5/22/2023,4372894,5,250,15,Solomon Islands,3,Monday,FALSE
Spearsland,5/23/2023,4372894,7,350,15,Angola,3,Tuesday,FALSE
Spearsland,5/24/2023,4372894,7,350,15,Tonga,3,Wednesday,FALSE
Spearsland,5/25/2023,4372894,2,100,15,Ethiopia,3,Thursday,FALSE
Spearsland,5/26/2023,4372894,3,150,15,Belgium,3,Friday,FALSE
Spearsland,5/27/2023,4372894,5,250,15,Greenland,3,Saturday,FALSE
Spearsland,5/28/2023,4372894,6,300,15,Montserrat,3,Sunday,FALSE
Spearsland,5/29/2023,4372894,3,150,15,Cocos  Islands,3,Monday,FALSE
Spearsland,5/30/2023,4372894,5,250,15,United Kingdom,3,Tuesday,FALSE
Spearsland,5/31/2023,4372894,7,350,15,Tonga,3,Wednesday,FALSE
Spearsland,6/1/2023,4372894,6,300,15,Slovakia ,3,Thursday,FALSE
Spearsland,6/2/2023,4372894,8,400,15,Fiji,3,Friday,FALSE
Spearsland,6/3/2023,4372894,3,150,15,Cook Islands,3,Saturday,FALSE
Spearsland,6/4/2023,4372894,7,350,15,Montenegro,3,Sunday,FALSE
Spearsland,6/5/2023,4372894,4,200,15,Ecuador,3,Monday,FALSE
Spearsland,6/6/2023,4372894,3,150,15,Ethiopia,3,Tuesday,FALSE
Spearsland,6/7/2023,4372894,4,200,15,Brazil,3,Wednesday,FALSE
Spearsland,6/8/2023,4372894,2,100,15,Ukraine,3,Thursday,FALSE
Spearsland,6/9/2023,4372894,2,100,15,San Marino,3,Friday,FALSE
Spearsland,6/10/2023,4372894,9,450,15,Timor-Leste,3,Saturday,FALSE
Spearsland,6/11/2023,4372894,9,450,15,Burundi,3,Sunday,FALSE
Spearsland,6/12/2023,4372894,8,400,15,Belgium,3,Monday,FALSE
Spearsland,6/13/2023,4372894,4,200,15,Ukraine,3,Tuesday,FALSE
Spearsland,6/14/2023,4372894,8,400,15,Costa Rica,3,Wednesday,FALSE
Spearsland,6/15/2023,4372894,8,400,15,Mali,3,Thursday,FALSE
Spearsland,6/16/2023,4372894,3,150,15,Hong Kong,3,Friday,FALSE
Spearsland,6/17/2023,4372894,6,300,15,Tanzania,3,Saturday,FALSE
Spearsland,6/18/2023,4372894,7,350,15,Korea,3,Sunday,FALSE
Spearsland,6/19/2023,4372894,5,250,15,Malawi,3,Monday,FALSE
Spearsland,6/20/2023,4372894,3,150,15,Kyrgyz Republic,3,Tuesday,FALSE
Spearsland,6/21/2023,4372894,4,200,15,Oman,3,Wednesday,FALSE
Spearsland,6/22/2023,4372894,5,250,15,Colombia,3,Thursday,FALSE
Spearsland,6/23/2023,4372894,8,400,15,Trinidad and Tobago,3,Friday,FALSE
Spearsland,6/24/2023,4372894,3,150,15,Marshall Islands,3,Saturday,FALSE
Spearsland,6/25/2023,4372894,5,250,15,Spain,3,Sunday,FALSE
Spearsland,6/26/2023,4372894,3,150,15,Spain,3,Monday,FALSE
Spearsland,6/27/2023,4372894,5,250,15,Nicaragua,3,Tuesday,FALSE
Spearsland,6/28/2023,4372894,9,450,15,Sweden,3,Wednesday,FALSE
Spearsland,6/29/2023,4372894,2,100,15,France,3,Thursday,FALSE
Spearsland,6/30/2023,4372894,7,350,15,Italy,3,Friday,FALSE
Spearsland,7/1/2023,4372894,7,350,15,Kazakhstan,3,Saturday,FALSE
Spearsland,7/2/2023,4372894,10,500,15,Egypt,3,Sunday,FALSE
Spearsland,7/3/2023,4372894,3,150,15,Iceland,3,Monday,FALSE
Spearsland,7/4/2023,4372894,4,200,15,South Africa,3,Tuesday,FALSE
Spearsland,7/5/2023,4372894,3,150,15,Sri Lanka,3,Wednesday,FALSE
Spearsland,7/6/2023,4372894,7,350,15,Thailand,3,Thursday,FALSE
Spearsland,7/7/2023,4372894,4,200,15,Mozambique,3,Friday,FALSE
Spearsland,7/8/2023,4372894,10,500,15,Nauru,3,Saturday,FALSE
Spearsland,7/9/2023,4372894,5,250,15,Canada,3,Sunday,FALSE
Spearsland,7/10/2023,4372894,18,900,15,Ireland,3,Monday,FALSE
Spearsland,7/11/2023,4372894,6,300,15,Trinidad and Tobago,3,Tuesday,FALSE
Spearsland,7/12/2023,4372894,1,50,15,Cote d'Ivoire,3,Wednesday,FALSE
Spearsland,7/13/2023,4372894,7,350,15,Liberia,3,Thursday,FALSE
Spearsland,7/14/2023,4372894,10,500,15,France,3,Friday,FALSE
Spearsland,7/15/2023,4372894,7,350,15,Bermuda,3,Saturday,FALSE
Spearsland,7/16/2023,4372894,9,450,15,Cyprus,3,Sunday,FALSE
Spearsland,7/17/2023,4372894,6,300,15,Guam,3,Monday,FALSE
Spearsland,7/18/2023,4372894,4,200,15,Turkmenistan,3,Tuesday,FALSE
Spearsland,7/19/2023,4372894,16,800,15,Cuba,3,Wednesday,FALSE
Spearsland,7/20/2023,4372894,7,350,15,Benin,3,Thursday,FALSE
Spearsland,7/21/2023,4372894,9,450,15,Burundi,3,Friday,FALSE
Spearsland,7/22/2023,4372894,0,0,15,French Guiana,3,Saturday,FALSE
Spearsland,7/23/2023,4372894,9,450,15,Netherlands Antilles,3,Sunday,FALSE
Spearsland,7/24/2023,4372894,4,200,15,Portugal,3,Monday,FALSE
Spearsland,7/25/2023,4372894,1,50,15,Benin,3,Tuesday,FALSE
Spearsland,7/26/2023,4372894,3,150,15,Monaco,3,Wednesday,FALSE
Spearsland,7/27/2023,4372894,16,800,15,Guam,3,Thursday,FALSE
Spearsland,7/28/2023,4372894,12,600,15,Hong Kong,3,Friday,FALSE
Spearsland,7/29/2023,4372894,1,50,15,Russian Federation,3,Saturday,FALSE
Spearsland,7/30/2023,4372894,9,450,15,Norway,3,Sunday,FALSE
Spearsland,7/31/2023,4372894,6,300,15,Tonga,3,Monday,FALSE
Spearsland,8/1/2023,4372894,4,200,15,Saint Barthelemy,3,Tuesday,FALSE
Spearsland,8/2/2023,4372894,7,350,15,Cameroon,3,Wednesday,FALSE
Spearsland,8/3/2023,4372894,7,350,15,Suriname,3,Thursday,FALSE
Spearsland,8/4/2023,4372894,3,150,15,Azerbaijan,3,Friday,FALSE
Spearsland,8/5/2023,4372894,9,450,15,British Virgin Islands,3,Saturday,FALSE
Spearsland,8/6/2023,4372894,7,350,15,Tajikistan,3,Sunday,FALSE
Spearsland,8/7/2023,4372894,9,450,15,Netherlands Antilles,3,Monday,FALSE
Spearsland,8/8/2023,4372894,12,600,15,Bouvet Island ,3,Tuesday,FALSE
Spearsland,8/9/2023,4372894,10,500,15,American Samoa,3,Wednesday,FALSE
Spearsland,8/10/2023,4372894,7,350,15,Poland,3,Thursday,FALSE
Spearsland,8/11/2023,4372894,9,450,15,Belgium,3,Friday,FALSE
Spearsland,8/12/2023,4372894,10,500,15,Gambia,3,Saturday,FALSE
Spearsland,8/13/2023,4372894,9,450,15,Sri Lanka,3,Sunday,FALSE
Spearsland,8/14/2023,4372894,9,450,15,Guinea-Bissau,3,Monday,FALSE
Spearsland,8/15/2023,4372894,12,600,15,Germany,3,Tuesday,FALSE
Spearsland,8/16/2023,4372894,4,200,15,Micronesia,3,Wednesday,FALSE
Spearsland,8/17/2023,4372894,7,350,15,Reunion,3,Thursday,FALSE
Spearsland,8/18/2023,4372894,12,600,15,Guinea-Bissau,3,Friday,FALSE
Spearsland,8/19/2023,4372894,10,500,15,Saint Helena,3,Saturday,FALSE
Spearsland,8/20/2023,4372894,7,350,15,Gambia,3,Sunday,FALSE
Spearsland,8/21/2023,4372894,10,500,15,Gabon,3,Monday,FALSE
Spearsland,8/22/2023,4372894,10,500,15,North Macedonia,3,Tuesday,FALSE
Spearsland,8/23/2023,4372894,9,450,15,Liberia,3,Wednesday,FALSE
Spearsland,8/24/2023,4372894,9,450,15,Togo,3,Thursday,FALSE
Spearsland,8/25/2023,4372894,3,150,15,Western Sahara,3,Friday,FALSE
Spearsland,8/26/2023,4372894,9,450,15,Gibraltar,3,Saturday,FALSE
Spearsland,8/27/2023,4372894,7,350,15,Monaco,3,Sunday,FALSE
Spearsland,8/28/2023,4372894,7,350,15,New Caledonia,3,Monday,FALSE
Spearsland,8/29/2023,4372894,7,350,15,Sudan,3,Tuesday,FALSE
Spearsland,8/30/2023,4372894,13,650,15,French Polynesia,3,Wednesday,FALSE
Spearsland,8/31/2023,4372894,9,450,15,South Georgia and the South Sandwich Islands,3,Thursday,FALSE
Spearsland,9/1/2023,4372894,9,450,15,Barbados,3,Friday,FALSE
Spearsland,9/2/2023,4372894,5,250,15,Guadeloupe,3,Saturday,FALSE
Spearsland,9/3/2023,4372894,5,250,15,Montenegro,3,Sunday,FALSE
Spearsland,9/4/2023,4372894,7,350,15,French Guiana,3,Monday,FALSE
Spearsland,9/5/2023,4372894,3,150,15,Chad,3,Tuesday,FALSE
Spearsland,9/6/2023,4372894,12,600,15,Wallis and Futuna,3,Wednesday,FALSE
Spearsland,9/7/2023,4372894,4,200,15,Somalia,3,Thursday,FALSE
Spearsland,9/8/2023,4372894,10,500,15,Nepal,3,Friday,FALSE
Spearsland,9/9/2023,4372894,10,500,15,Switzerland,3,Saturday,FALSE
Spearsland,9/10/2023,4372894,7,350,15,Madagascar,3,Sunday,FALSE
Spearsland,9/11/2023,4372894,16,800,15,Antarctica ,3,Monday,FALSE
Spearsland,9/12/2023,4372894,7,350,15,Malawi,3,Tuesday,FALSE
Spearsland,9/13/2023,4372894,4,200,15,India,3,Wednesday,FALSE
Spearsland,9/14/2023,4372894,7,350,15,Romania,3,Thursday,FALSE
Spearsland,9/15/2023,4372894,12,600,15,Argentina,3,Friday,FALSE
Spearsland,9/16/2023,4372894,14,700,15,Vietnam,3,Saturday,FALSE
Spearsland,9/17/2023,4372894,12,600,15,Uruguay,3,Sunday,FALSE
Spearsland,9/18/2023,4372894,6,300,15,Vietnam,3,Monday,FALSE
Spearsland,9/19/2023,4372894,13,650,15,Saint Kitts and Nevis,3,Tuesday,FALSE
Spearsland,9/20/2023,4372894,10,500,15,Czech Republic,3,Wednesday,FALSE
Spearsland,9/21/2023,4372894,7,350,15,Swaziland,3,Thursday,FALSE
Spearsland,9/22/2023,4372894,4,200,15,Samoa,3,Friday,FALSE
Spearsland,9/23/2023,4372894,7,350,15,Mozambique,3,Saturday,FALSE
Spearsland,9/24/2023,4372894,10,500,15,Serbia,3,Sunday,FALSE
Spearsland,9/25/2023,4372894,10,500,15,Saint Pierre and Miquelon,3,Monday,FALSE
Spearsland,9/26/2023,4372894,13,650,15,Guinea,3,Tuesday,FALSE
Spearsland,9/27/2023,4372894,7,350,15,Tajikistan,3,Wednesday,FALSE
Spearsland,9/28/2023,4372894,4,200,15,British Indian Ocean Territory ,3,Thursday,FALSE
Spearsland,9/29/2023,4372894,10,500,15,Tunisia,3,Friday,FALSE
Spearsland,9/30/2023,4372894,7,350,15,Martinique,3,Saturday,FALSE
Spearsland,10/1/2023,4372894,15,750,15,Jersey,3,Sunday,FALSE
Spearsland,10/2/2023,4372894,9,450,15,Antigua and Barbuda,3,Monday,FALSE
Spearsland,10/3/2023,4372894,9,450,15,Togo,3,Tuesday,FALSE
Spearsland,10/4/2023,4372894,7,350,15,Paraguay,3,Wednesday,FALSE
Spearsland,10/5/2023,4372894,12,600,15,Belarus,3,Thursday,FALSE
Spearsland,10/6/2023,4372894,7,350,15,Lebanon,3,Friday,FALSE
Spearsland,10/7/2023,4372894,12,600,15,Croatia,3,Saturday,FALSE
Spearsland,10/8/2023,4372894,6,300,15,British Indian Ocean Territory ,3,Sunday,FALSE
Spearsland,10/9/2023,4372894,14,700,15,Turkmenistan,3,Monday,FALSE
Spearsland,10/10/2023,4372894,1,50,15,Poland,3,Tuesday,FALSE
Spearsland,10/11/2023,4372894,16,800,15,Mauritius,3,Wednesday,FALSE
Spearsland,10/12/2023,4372894,12,600,15,Saint Pierre and Miquelon,3,Thursday,FALSE
Spearsland,10/13/2023,4372894,12,600,15,Sri Lanka,3,Friday,FALSE
Spearsland,10/14/2023,4372894,4,200,15,Monaco,3,Saturday,FALSE
Spearsland,10/15/2023,4372894,4,200,15,Chad,3,Sunday,FALSE
Spearsland,10/16/2023,4372894,12,600,15,Guadeloupe,3,Monday,FALSE
Spearsland,10/17/2023,4372894,5,250,15,Australia,3,Tuesday,FALSE
Spearsland,10/18/2023,4372894,12,600,15,Iraq,3,Wednesday,FALSE
Spearsland,10/19/2023,4372894,14,700,15,Georgia,3,Thursday,FALSE
Spearsland,10/20/2023,4372894,10,500,15,Syrian Arab Republic,3,Friday,FALSE
Spearsland,10/21/2023,4372894,2,100,15,Philippines,3,Saturday,FALSE
Spearsland,10/22/2023,4372894,8,400,15,Sudan,3,Sunday,FALSE
Spearsland,10/23/2023,4372894,1,50,15,Uganda,3,Monday,FALSE
Spearsland,10/24/2023,4372894,9,450,15,Ghana,3,Tuesday,FALSE
Spearsland,10/25/2023,4372894,9,450,15,Brazil,3,Wednesday,FALSE
Spearsland,10/26/2023,4372894,5,250,15,Turks and Caicos Islands,3,Thursday,FALSE
Spearsland,10/27/2023,4372894,10,500,15,Brunei Darussalam,3,Friday,FALSE
Spearsland,10/28/2023,4372894,23,1150,15,Latvia,3,Saturday,FALSE
Spearsland,10/29/2023,4372894,6,300,15,Korea,3,Sunday,FALSE
Spearsland,10/30/2023,4372894,14,700,15,French Polynesia,3,Monday,FALSE
Spearsland,10/31/2023,4372894,9,450,15,Chile,3,Tuesday,FALSE
Spearsland,11/1/2023,4372894,14,700,15,Tajikistan,3,Wednesday,FALSE
Spearsland,11/2/2023,4372894,1,50,15,India,3,Thursday,FALSE
Spearsland,11/3/2023,4372894,3,150,15,Philippines,3,Friday,FALSE
Spearsland,11/4/2023,4372894,17,850,15,Egypt,3,Saturday,FALSE
Spearsland,11/5/2023,4372894,15,750,15,Serbia,3,Sunday,FALSE
Spearsland,11/6/2023,4372894,5,250,15,Bhutan,3,Monday,FALSE
Spearsland,11/7/2023,4372894,9,450,15,Turkey,3,Tuesday,FALSE
Spearsland,11/8/2023,4372894,9,450,15,Albania,3,Wednesday,FALSE
Spearsland,11/9/2023,4372894,5,250,15,Afghanistan,3,Thursday,FALSE
Spearsland,11/10/2023,4372894,5,250,15,Tanzania,3,Friday,FALSE
Spearsland,11/11/2023,4372894,6,300,15,Zambia,3,Saturday,FALSE
Spearsland,11/12/2023,4372894,15,750,15,Burkina Faso,3,Sunday,FALSE
Spearsland,11/13/2023,4372894,3,150,15,Georgia,3,Monday,FALSE
Spearsland,11/14/2023,4372894,5,250,15,Falkland Islands ,3,Tuesday,FALSE
Spearsland,11/15/2023,4372894,7,350,15,Montserrat,3,Wednesday,FALSE
Spearsland,11/16/2023,4372894,7,350,15,Saint Kitts and Nevis,3,Thursday,FALSE
Spearsland,11/17/2023,4372894,12,600,15,Guinea,3,Friday,FALSE
Spearsland,11/18/2023,4372894,8,400,15,Vietnam,3,Saturday,FALSE
Spearsland,11/19/2023,4372894,4,200,15,Israel,3,Sunday,FALSE
Spearsland,11/20/2023,4372894,5,250,15,Vietnam,3,Monday,FALSE
Spearsland,11/21/2023,4372894,16,800,15,Poland,3,Tuesday,FALSE
Spearsland,11/22/2023,4372894,7,350,15,Thailand,3,Wednesday,FALSE
Spearsland,11/23/2023,4372894,18,900,15,Finland,3,Thursday,FALSE
Spearsland,11/24/2023,4372894,20,1000,15,Japan,3,Friday,TRUE
Spearsland,11/25/2023,4372894,10,500,15,Puerto Rico,3,Saturday,FALSE
Spearsland,11/26/2023,4372894,10,500,15,Central African Republic,3,Sunday,FALSE
Spearsland,11/27/2023,4372894,7,350,15,United Arab Emirates,3,Monday,FALSE
Spearsland,11/28/2023,4372894,12,600,15,Mauritania,3,Tuesday,FALSE
Spearsland,11/29/2023,4372894,5,250,15,Tajikistan,3,Wednesday,FALSE
Spearsland,11/30/2023,4372894,14,700,15,Canada,3,Thursday,FALSE
Spearsland,12/1/2023,4372894,10,500,15,Slovakia ,3,Friday,FALSE
Spearsland,12/2/2023,4372894,12,600,15,New Caledonia,3,Saturday,FALSE
Spearsland,12/3/2023,4372894,10,500,15,Saint Vincent and the Grenadines,3,Sunday,FALSE
Spearsland,12/4/2023,4372894,3,150,15,Guernsey,3,Monday,FALSE
Spearsland,12/5/2023,4372894,5,250,15,Andorra,3,Tuesday,FALSE
Spearsland,12/6/2023,4372894,5,250,15,Christmas Island,3,Wednesday,FALSE
Spearsland,12/7/2023,4372894,7,350,15,Mexico,3,Thursday,FALSE
Spearsland,12/8/2023,4372894,16,800,15,Tokelau,3,Friday,FALSE
Spearsland,12/9/2023,4372894,10,500,15,Denmark,3,Saturday,FALSE
Spearsland,12/10/2023,4372894,6,300,15,Zambia,3,Sunday,FALSE
Spearsland,12/11/2023,4372894,9,450,15,Mauritius,3,Monday,FALSE
Spearsland,12/12/2023,4372894,10,500,15,Malawi,3,Tuesday,FALSE
Spearsland,12/13/2023,4372894,12,600,15,Kenya,3,Wednesday,FALSE
Spearsland,12/14/2023,4372894,5,250,15,Indonesia,3,Thursday,FALSE
Spearsland,12/15/2023,4372894,12,600,15,United Kingdom,3,Friday,FALSE
Spearsland,12/16/2023,4372894,19,950,15,Vanuatu,3,Saturday,FALSE
Spearsland,12/17/2023,4372894,4,200,15,Belarus,3,Sunday,FALSE
Spearsland,12/18/2023,4372894,5,250,15,Nicaragua,3,Monday,FALSE
Spearsland,12/19/2023,4372894,7,350,15,Thailand,3,Tuesday,FALSE
Spearsland,12/20/2023,4372894,16,800,15,Saint Vincent and the Grenadines,3,Wednesday,FALSE
Spearsland,12/21/2023,4372894,9,450,15,Sao Tome and Principe,3,Thursday,FALSE
Spearsland,12/22/2023,4372894,3,150,15,Burkina Faso,3,Friday,FALSE
Spearsland,12/23/2023,4372894,4,200,15,Japan,3,Saturday,FALSE
Spearsland,12/24/2023,4372894,8,400,15,Burundi,3,Sunday,FALSE
Spearsland,12/25/2023,4372894,18,900,15,Norfolk Island,3,Monday,TRUE
Spearsland,12/26/2023,4372894,14,700,15,Israel,3,Tuesday,FALSE
Spearsland,12/27/2023,4372894,9,450,15,Myanmar,3,Wednesday,FALSE
Spearsland,12/28/2023,4372894,7,350,15,Latvia,3,Thursday,FALSE
Spearsland,12/29/2023,4372894,9,450,15,Croatia,3,Friday,FALSE
Spearsland,12/30/2023,4372894,4,200,15,Bangladesh,3,Saturday,FALSE
Spearsland,12/31/2023,4372894,17,850,15,Switzerland,3,Sunday,FALSE
Spearsland,1/1/2024,4372894,3,150,15,Haiti,3,Monday,FALSE
Spearsland,1/1/2022,2456879,6,900,20,Svalbard & Jan Mayen Islands,1,Saturday,FALSE
Spearsland,1/2/2022,2456879,14,2100,20,Haiti,1,Sunday,FALSE
Spearsland,1/3/2022,2456879,5,750,20,Christmas Island,1,Monday,FALSE
Spearsland,1/4/2022,2456879,8,1200,20,Turkmenistan,1,Tuesday,FALSE
Spearsland,1/5/2022,2456879,4,600,20,Puerto Rico,1,Wednesday,FALSE
Spearsland,1/6/2022,2456879,5,750,20,Monaco,1,Thursday,FALSE
Spearsland,1/7/2022,2456879,3,450,20,Myanmar,1,Friday,FALSE
Spearsland,1/8/2022,2456879,2,300,20,Mongolia,1,Saturday,FALSE
Spearsland,1/9/2022,2456879,9,1350,20,Montserrat,1,Sunday,FALSE
Spearsland,1/10/2022,2456879,4,600,20,Grenada,1,Monday,FALSE
Spearsland,1/11/2022,2456879,6,900,20,United Kingdom,1,Tuesday,FALSE
Spearsland,1/12/2022,2456879,5,750,20,Belarus,1,Wednesday,FALSE
Spearsland,1/13/2022,2456879,8,1200,20,Ethiopia,1,Thursday,FALSE
Spearsland,1/14/2022,2456879,4,600,20,Morocco,1,Friday,FALSE
Spearsland,1/15/2022,2456879,6,900,20,Northern Mariana Islands,1,Saturday,FALSE
Spearsland,1/16/2022,2456879,7,1050,20,Albania,1,Sunday,FALSE
Spearsland,1/17/2022,2456879,6,900,20,Azerbaijan,1,Monday,FALSE
Spearsland,1/18/2022,2456879,8,1200,20,Belgium,1,Tuesday,FALSE
Spearsland,1/19/2022,2456879,7,1050,20,Nigeria,1,Wednesday,FALSE
Spearsland,1/20/2022,2456879,7,1050,20,Spain,1,Thursday,FALSE
Spearsland,1/21/2022,2456879,9,1350,20,Turkmenistan,1,Friday,FALSE
Spearsland,1/22/2022,2456879,3,450,20,Jordan,1,Saturday,FALSE
Spearsland,1/23/2022,2456879,7,1050,20,Trinidad and Tobago,1,Sunday,FALSE
Spearsland,1/24/2022,2456879,6,900,20,Mayotte,1,Monday,FALSE
Spearsland,1/25/2022,2456879,6,900,20,Papua New Guinea,1,Tuesday,FALSE
Spearsland,1/26/2022,2456879,5,750,20,Central African Republic,1,Wednesday,FALSE
Spearsland,1/27/2022,2456879,3,450,20,Jamaica,1,Thursday,FALSE
Spearsland,1/28/2022,2456879,2,300,20,Iraq,1,Friday,FALSE
Spearsland,1/29/2022,2456879,5,750,20,Malawi,1,Saturday,FALSE
Spearsland,1/30/2022,2456879,2,300,20,Mozambique,1,Sunday,FALSE
Spearsland,1/31/2022,2456879,4,600,20,Italy,1,Monday,FALSE
Spearsland,2/1/2022,2456879,5,750,20,Comoros,1,Tuesday,FALSE
Spearsland,2/2/2022,2456879,3,450,20,Namibia,1,Wednesday,FALSE
Spearsland,2/3/2022,2456879,1,150,20,Monaco,1,Thursday,FALSE
Spearsland,2/4/2022,2456879,4,600,20,Syrian Arab Republic,1,Friday,FALSE
Spearsland,2/5/2022,2456879,6,900,20,Djibouti,1,Saturday,FALSE
Spearsland,2/6/2022,2456879,3,450,20,Heard Island and McDonald Islands,1,Sunday,FALSE
Spearsland,2/7/2022,2456879,1,150,20,United States Minor Outlying Islands,1,Monday,FALSE
Spearsland,2/8/2022,2456879,6,900,20,Mauritania,1,Tuesday,FALSE
Spearsland,2/9/2022,2456879,2,300,20,North Macedonia,1,Wednesday,FALSE
Spearsland,2/10/2022,2456879,3,450,20,Dominican Republic,1,Thursday,FALSE
Spearsland,2/11/2022,2456879,3,450,20,Indonesia,1,Friday,FALSE
Spearsland,2/12/2022,2456879,5,750,20,Congo,1,Saturday,FALSE
Spearsland,2/13/2022,2456879,11,1650,20,Syrian Arab Republic,1,Sunday,FALSE
Spearsland,2/14/2022,2456879,7,1050,20,Korea,1,Monday,FALSE
Spearsland,2/15/2022,2456879,4,600,20,Cambodia,1,Tuesday,FALSE
Spearsland,2/16/2022,2456879,3,450,20,French Guiana,1,Wednesday,FALSE
Spearsland,2/17/2022,2456879,8,1200,20,French Guiana,1,Thursday,FALSE
Spearsland,2/18/2022,2456879,6,900,20,Korea,1,Friday,FALSE
